software_category,product_id,name,url,rating,reviews_count,description
Website Security,sitelock,SiteLock,https://www.capterra.com/p/143471/SiteLock,3.3,27,"Cloud-based solution that enables businesses to detect & prevent cyber threats with website scanning, malware removal and more. Learn more about SiteLock"
Website Security,jetpack,Jetpack,https://www.capterra.com/p/234833/Jetpack,4.7,26,Cloud-based solution that helps businesses secure websites and track their performance. Learn more about Jetpack
Website Security,invicti,Invicti,https://www.capterra.com/p/171539/Netsparker-Web-Application-Security-Scanner,4.7,26,"Invicti, formerly Netsparker, is a DAST-first AppSec platform proving real risks, cutting noise, and securing everything at scale. Learn more about Invicti"
Website Security,radware_bot_manager,Radware Bot Manager,https://www.capterra.com/p/149999/Bot-Prevention-Solution,4.6,24,"Radware® (NASDAQ: RDWR), a leading provider of cybersecurity and application delivery solutions, acquired ShieldSquare in March 2019. Learn more about Radware Bot Manager"
Website Security,apptrana,AppTrana,https://www.capterra.com/p/195294/AppTrana,4.6,24,Comprehensive website security from AppTrana protects your site from malicious attacks and 0-day exploits while ensuring always-on site Learn more about AppTrana
Website Security,red_sentry,Red Sentry,https://www.capterra.com/p/236943/Red-Sentry,4.8,22,Website security testing services that identify exploitable vulnerabilities in public-facing web applications and sites. Learn more about Red Sentry
Website Security,hackrate,Hackrate,https://www.capterra.com/p/238260/Hackrate,5.0,21,Hackrate is a bug bounty platform that helps companies reduce cybersecurity risks by using the power of the global hacker community. Learn more about Hackrate
Website Security,datadome,DataDome,https://www.capterra.com/p/149769/DataDome-bot-mitigation,4.5,18,"DataDome stops cyberfraud and bots in real time, protecting websites, apps, ads, and APIs globally. Learn more about DataDome"
Website Security,glitchsecure,GlitchSecure,https://www.capterra.com/p/10008516/GlitchSecure,5.0,16,GlitchSecure is real-time continuous security testing platform that you helps identify and remediate software vulnerabilities. Learn more about GlitchSecure
Website Security,inlyse_malware_ai,INLYSE Malware.AI,https://www.capterra.com/p/10004001/INLYSE-Malware-AI,5.0,14,INLYSE Malware.AI is an AI-based security platform that quickly detects malware and cyber-attacks. Learn more about INLYSE Malware.AI
Website Security,hexiosec_asm,Hexiosec ASM,https://www.capterra.com/p/275882/hexiosec-asm,4.8,13,"Hexiosec ASM scans the Internet to discover your online infrastructure, assets and shadow IT. Learn more about Hexiosec ASM"
Website Security,godaddy_website_security,GoDaddy Website Security,https://www.capterra.com/p/234109/GoDaddy-Website-Security,4.6,13,"Website security solution that offers malware scanning, annual site cleanup and remediation, firewall, SSL certificate, and more. Learn more about GoDaddy Website Security"
Website Security,security_for_everyone,Security for Everyone,https://www.capterra.com/p/236623/Security-for-Everyone,4.5,13,"Our aim is to make cybersecurity understandable, affordable and manageable for everyone. Learn more about Security for Everyone"
Website Security,astra_pentest,Astra Pentest,https://www.capterra.com/p/236573/Astra-Pentest,4.8,12,AI Powered offensive Pentest Platform Learn more about Astra Pentest
Website Security,netskope_active_platform,Netskope Active Platform,https://www.capterra.com/p/135460/Netskope-Active-Platform,4.8,12,"Netskope is the leading cloud access security broker. With Netskope, IT can protect data and ensure compliance. Learn more about Netskope Active Platform"
Website Security,servicepilot,ServicePilot,https://www.capterra.com/p/132821/ServicePilot-ISM,4.4,7,"Software that provides a unified view of service delivery, availability, performance and security of IT applications. Learn more about ServicePilot"
Website Security,aws_waf,AWS WAF,https://www.capterra.com/p/234444/AWS-WAF,4.5,4,AWS WAF is a cloud-based firewall solution that helps businesses track and block common web exploits and bots for web applications. Learn more about AWS WAF
Website Security,detectify,Detectify,https://www.capterra.com/p/187632/Detectify,4.7,3,Detectify is the only automated EASM solution powered by a hacker community. Continuously secure the growing attack surface and detect Learn more about Detectify
Website Security,tehtris_xdr_platform,TEHTRIS XDR Platform,https://www.capterra.com/p/10011979/TEHTRIS-XDR,4.3,3,"Unify all your cybersecurity tools in a single console for hyperautomated real-time remediations, without human interaction. Learn more about TEHTRIS XDR Platform"
Website Security,sophos_phish_threat,Sophos Phish Threat,https://www.capterra.com/p/254191/Sophos-Phish-Threat,4.0,3,Phish threat assessment tool used by IT administrators worldwide to test employees’ readiness for phishing campaigns. Learn more about Sophos Phish Threat
Website Security,web_application_firewall_waf,Web Application Firewall (WAF),https://www.capterra.com/p/274847/Web-Application-Firewall-WAF,5.0,2,Web Application Firewall (WAF) helps users minimize potential vulnerabilities and downtimes caused by cyberattacks. Learn more about Web Application Firewall (WAF)
Website Security,protegent_s_total_security,Protegent's Total Security,https://www.capterra.com/p/10005233/Protegents-Total-Security-Antivirus,4.5,2,"Protegent's Total Security Antivirus is an antivirus solution that protects against viruses, spyware, rootkits other web threats. Learn more about Protegent's Total Security"
Website Security,myra_security,Myra Security,https://www.capterra.com/p/217452/Web-Application-Security,4.5,2,"Comprehensive and GDPR-compliant IT security platform protecting against DDoS, bots, zero-day-exploits, and application-layer threats. Learn more about Myra Security"
Website Security,zerothreat,ZeroThreat,https://www.capterra.com/p/10019220/ZeroThreat,4.0,2,"ZeroThreat: Fast, intelligent web and API security scanning, integrates into SDLC, detects vulnerabilities, reduces false positives. Learn more about ZeroThreat"
Website Security,cisco_secure_access,Cisco Secure Access,https://www.capterra.com/p/10010946/Cisco-Secure-Access,4.0,2,Cisco Secure Access is a converged cloud-delivered SSE solution for secure access in a hybrid workspace. Learn more about Cisco Secure Access
Website Security,geoedge,GeoEdge,https://www.capterra.com/p/10015443/GeoEdge,5.0,1,"GeoEdge provides Ad Security/Quality for Web, In-App, CTV—enhancing UX by filtering content and eliminating malvertising threats! Learn more about GeoEdge"
Website Security,meghops,MeghOps,https://www.capterra.com/p/10004551/MeghOps,5.0,1,"MeghOps is a provider of all-in-one cyber security solution. With the help of MeghOps cloud security platform, cloud security comp Learn more about MeghOps"
Website Security,netacea_bot_management,Netacea Bot Management,https://www.capterra.com/p/188458/https-www-netacea-com,5.0,1,"Netacea provides a revolutionary agentless bot management solution that protects websites, mobile apps and APIs from malicious bots. Learn more about Netacea Bot Management"
Website Security,cyberscan_io,cyberscan.io,https://www.capterra.com/p/10001568/cyberscan-io,5.0,1,"cyberscan.io® - a portal designed for security measures, combining functions of vulnerability scanner, penetration tool and OSINT. Learn more about cyberscan.io"
Website Security,modshield_sb,Modshield SB,https://www.capterra.com/p/211590/Modshield-SB,5.0,1,State of the art application firewall (WAF) acting as your first line of defence against threats and malicious actors Learn more about Modshield SB
Website Security,wiz,Wiz,https://www.capterra.com/p/237703/WIZ,5.0,1,"Cloud security solution that allows businesses to monitor, track, and manage website security risks across cloud environments. Learn more about Wiz"
Website Security,atomicorp_ossec,Atomicorp OSSEC,https://www.capterra.com/p/171020/Atomicorp-OSSEC-GUI,5.0,1,"Extends OSSEC with a management console, advanced file integrity management, compliance auditing and reporting, and expert support. Learn more about Atomicorp OSSEC"
Website Security,prisma_cloud,Prisma Cloud,https://www.capterra.com/p/10002302/Prisma-Cloud,4.0,1,"Cloud security solution that helps businesses monitor threats, manage access rights, track vulnerabilities, and more. Learn more about Prisma Cloud"
Website Security,hostpapa,HostPapa,https://www.capterra.com/p/234176/httpswwwhostpapacom,4.0,1,"HostPapa provides fast, secure, and reliable web hosting solutions for entrepreneurs and businesses of all sizes. Learn more about HostPapa"
Website Security,verosint,Verosint,https://www.capterra.com/p/10006599/Verosint,0.0,0,Verosint Identity Threat Detection and Response provides intelligent user account security to continuously detect and stop attacks. Learn more about Verosint
Website Security,guardr,Guardr,https://www.capterra.com/p/10038249/Guardr,0.0,0,"Cloud-based security software providing free scans, uptime monitoring and remediation step to keep websites secure and operational. Learn more about Guardr"
Website Security,site24x7_digital_risk_analyzer,Site24x7 Digital Risk Analyzer,https://www.capterra.com/p/10028408/Site24x7-Digital-Risk-Analyzer,0.0,0,"Protect your brand and assess vendor risks and third-party risks with ManageEngine’s Digital Risk Analyzer. Detect phishing, fraud, and Learn more about Site24x7 Digital Risk Analyzer"
Website Security,hopper_security,Hopper Security,https://www.capterra.com/p/10032879/Hopper-Security,0.0,0,Hopper Security is an application security platform that reduces false positives by performing function-level reachability analysis. Learn more about Hopper Security
Website Security,guardingwp,GuardingWP,https://www.capterra.com/p/10041090/GuardingWP,0.0,0,GuardingWP is a WordPress scanner that identifies website vulnerabilities and provides instructions to fix them. Learn more about GuardingWP
Website Security,abyssguard,AbyssGuard,https://www.capterra.com/p/10037860/AbyssGuard,0.0,0,"Software that conducts visitor verification and behavioral filtering to block scrapers, bots, and attacks before they reach the site. Learn more about AbyssGuard"
Website Security,url_filtering,URL Filtering,https://www.capterra.com/p/264511/URL-Filtering,0.0,0,Website security solution that assists Japanese entities in realizing safe web usage within and outside company networks. Learn more about URL Filtering
Website Security,fraud_scanner,Fraud Scanner,https://www.capterra.com/p/10033363/Fraud-Scanner,0.0,0,"Fraud Scanner is a real-time fraud detection tool that protects users from fake websites, phishing attacks, and scams. Learn more about Fraud Scanner"
Website Security,redphish,RedPhish,https://www.capterra.com/p/10035619/RedPhish,0.0,0,"Website security solution that protects users from phishing, malware, and scams by scanning links and blocking harmful content. Learn more about RedPhish"
Website Security,arkose_labs,Arkose Labs,https://www.capterra.com/p/185619/Arkose-Labs,0.0,0,"Stop bot attacks. Defend against SMS toll fraud, account takeover, fake account creation, scraping, card testing. $1 million warranty. Learn more about Arkose Labs"
Website Security,neosec,neosec,https://www.capterra.com/p/10011434/neosec,0.0,0,"Neosec offers comprehensive visibility, behavioral analytics, and threat prevention capabilities to safeguard API estates. Learn more about neosec"
Website Security,waf360,WAF360,https://www.capterra.com/p/10032299/WAF360,0.0,0,"Cloud-based and AI-enabled security and bot protection platform that protects websites, APIs, and digital assets from cyber threats. Learn more about WAF360"
Website Security,sensfrx,Sensfrx,https://www.capterra.com/p/204123/Sensfrx,0.0,0,SensFRX is an AI-driven fraud detection & prevention platform that helps businesses fight digital fraud. Learn more about Sensfrx
Website Security,roguesight,Roguesight,https://www.capterra.com/p/10036955/RogueSight,0.0,0,RogueSight is application security software that scans web apps and APIs for vulnerabilities and provides remediation guidance. Learn more about Roguesight
Website Security,cybershield,CyberShield,https://www.capterra.com/p/10033726/CyberShield,0.0,0,CyberShield is a web application firewall that protects websites and content management systems (CMS) from cyberattacks. Learn more about CyberShield
Website Security,sorinify,Sorinify,https://www.capterra.com/p/10040438/Sorinify,0.0,0,Sorinify is security software that protects users from phishing and online threats without collecting browsing data. Learn more about Sorinify
Website Security,reblaze,Reblaze,https://www.capterra.com/p/229907/Reblaze,0.0,0,"A comprehensive web security solution that includes WAF, bot management, DDoS protection, API security, ATO prevention, and much more. Learn more about Reblaze"
Website Security,content_guard_pro,Content Guard Pro,https://www.capterra.com/p/10040288/Content-Guard-Pro,0.0,0,WordPress security plugin that scans the database for malware missed entirely by file-based scanners like Wordfence and Sucuri. Learn more about Content Guard Pro
Website Security,wp_squared,WP Squared,https://www.capterra.com/p/10030985/WP-Squared,0.0,0,"Managed hosting platform for WordPress - optimized for performance, security, and ease of use. Learn more about WP Squared"
Website Security,defensia,Defensia,https://www.capterra.com/p/10037807/Defensia,0.0,0,"Defensia is a cybersecurity software that protects Linux servers from brute-force attacks, exploit probes, and scanner swarms. Learn more about Defensia"
